12.47000000,18.60000000,81.09000000,481.90000000,0.09965000,0.10580000,0.08005000,0.03821000,0.19250000,0.06373000,0.39610000,1.04400000,2.49700000,30.29000000,0.00695300,0.01911000,0.02701000,0.01037000,0.01782000,0.00358600,14.97000000,24.64000000,96.05000000,677.90000000,0.14260000,0.23780000,0.26710000,0.10150000,0.30140000,0.08750000
18.94000000,21.31000000,123.60000000,1130.00000000,0.09009000,0.10290000,0.10800000,0.07951000,0.15820000,0.05461000,0.78880000,0.79750000,5.48600000,96.05000000,0.00444400,0.01652000,0.02269000,0.01370000,0.01386000,0.00169800,24.86000000,26.58000000,165.90000000,1866.00000000,0.11930000,0.23360000,0.26870000,0.17890000,0.25510000,0.06589000
15.46000000,19.48000000,101.70000000,748.90000000,0.10920000,0.12230000,0.14660000,0.08087000,0.19310000,0.05796000,0.47430000,0.78590000,3.09400000,48.31000000,0.00624000,0.01484000,0.02813000,0.01093000,0.01397000,0.00246100,19.26000000,26.00000000,124.90000000,1156.00000000,0.15460000,0.23940000,0.37910000,0.15140000,0.28370000,0.08019000
12.40000000,17.68000000,81.47000000,467.80000000,0.10540000,0.13160000,0.07741000,0.02799000,0.18110000,0.07102000,0.17670000,1.46000000,2.20400000,15.43000000,0.01000000,0.03295000,0.04861000,0.01167000,0.02187000,0.00600500,12.88000000,22.91000000,89.61000000,515.80000000,0.14500000,0.26290000,0.24030000,0.07370000,0.25560000,0.09359000
11.54000000,14.44000000,74.65000000,402.90000000,0.09984000,0.11200000,0.06737000,0.02594000,0.18180000,0.06782000,0.27840000,1.76800000,1.62800000,20.86000000,0.01215000,0.04112000,0.05553000,0.01494000,0.01840000,0.00551200,12.26000000,19.68000000,78.78000000,457.80000000,0.13450000,0.21180000,0.17970000,0.06918000,0.23290000,0.08134000
20.60000000,29.33000000,140.10000000,1265.00000000,0.11780000,0.27700000,0.35140000,0.15200000,0.23970000,0.07016000,0.72600000,1.59500000,5.77200000,86.22000000,0.00652200,0.06158000,0.07117000,0.01664000,0.02324000,0.00618500,25.74000000,39.42000000,184.60000000,1821.00000000,0.16500000,0.86810000,0.93870000,0.26500000,0.40870000,0.12400000
22.01000000,21.90000000,147.20000000,1482.00000000,0.10630000,0.19540000,0.24480000,0.15010000,0.18240000,0.06140000,1.00800000,0.69990000,7.56100000,130.20000000,0.00397800,0.02821000,0.03576000,0.01471000,0.01518000,0.00379600,27.66000000,25.80000000,195.00000000,2227.00000000,0.12940000,0.38850000,0.47560000,0.24320000,0.27410000,0.08574000
17.57000000,15.05000000,115.00000000,955.10000000,0.09847000,0.11570000,0.09875000,0.07953000,0.17390000,0.06149000,0.60030000,0.82250000,4.65500000,61.10000000,0.00562700,0.03033000,0.03407000,0.01354000,0.01925000,0.00374200,20.01000000,19.52000000,134.90000000,1227.00000000,0.12550000,0.28120000,0.24890000,0.14560000,0.27560000,0.07919000
13.34000000,15.86000000,86.49000000,520.00000000,0.10780000,0.15350000,0.11690000,0.06987000,0.19420000,0.06902000,0.28600000,1.01600000,1.53500000,12.96000000,0.00679400,0.03575000,0.03980000,0.01383000,0.02134000,0.00460300,15.53000000,23.19000000,96.66000000,614.90000000,0.15360000,0.47910000,0.48580000,0.17080000,0.35270000,0.10160000
13.90000000,16.62000000,88.97000000,599.40000000,0.06828000,0.05319000,0.02224000,0.01339000,0.18130000,0.05536000,0.15550000,0.57620000,1.39200000,14.03000000,0.00330800,0.01315000,0.00990400,0.00483200,0.01316000,0.00209500,15.14000000,21.80000000,101.20000000,718.90000000,0.09384000,0.20060000,0.13840000,0.06222000,0.26790000,0.07698000
